% time	cellId	IMSI	RNTI	rsrp	sinr
0.0212143	1	1	2	5.4396e-10	1.14677e+06
0.0212143	1	2	1	1.07682e-09	2.27013e+06
0.0222143	1	1	2	5.4396e-10	1.14677e+06
0.0222143	1	2	1	1.07682e-09	2.27013e+06
0.0232143	1	1	2	5.4396e-10	1.14677e+06
0.0232143	1	2	1	1.07682e-09	2.27013e+06
0.0242143	1	1	2	5.4396e-10	1.14677e+06
0.0242143	1	2	1	1.07682e-09	2.27013e+06
0.0252143	1	1	2	5.4396e-10	1.14677e+06
0.0252143	1	2	1	1.07682e-09	2.27013e+06
0.0262143	1	1	2	5.4396e-10	1.14677e+06
0.0262143	1	2	1	1.07682e-09	2.27013e+06
0.0272143	1	1	2	5.4396e-10	1.14677e+06
0.0272143	1	2	1	1.07682e-09	2.27013e+06
0.0282143	1	1	2	5.4396e-10	1.14677e+06
0.0282143	1	2	1	1.07682e-09	2.27013e+06
0.0292143	1	1	2	5.4396e-10	1.14677e+06
0.0292143	1	2	1	1.07682e-09	2.27013e+06
0.0302143	1	1	2	5.4396e-10	1.14677e+06
0.0302143	1	2	1	1.07682e-09	2.27013e+06
0.0312143	1	1	2	5.4396e-10	1.14677e+06
0.0312143	1	2	1	1.07682e-09	2.27013e+06
0.0322143	1	1	2	5.4396e-10	1.14677e+06
0.0322143	1	2	1	1.07682e-09	2.27013e+06
0.0332143	1	1	2	5.4396e-10	1.14677e+06
0.0332143	1	2	1	1.07682e-09	2.27013e+06
0.0342143	1	1	2	5.4396e-10	1.14677e+06
0.0342143	1	2	1	1.07682e-09	2.27013e+06
0.0352143	1	1	2	5.4396e-10	1.14677e+06
0.0352143	1	2	1	1.07682e-09	2.27013e+06
0.0362143	1	1	2	5.4396e-10	1.14677e+06
0.0362143	1	2	1	1.07682e-09	2.27013e+06
0.0372143	1	1	2	5.4396e-10	1.14677e+06
0.0372143	1	2	1	1.07682e-09	2.27013e+06
0.0382143	1	1	2	5.4396e-10	1.14677e+06
0.0382143	1	2	1	1.07682e-09	2.27013e+06
0.0392143	1	1	2	5.4396e-10	1.14677e+06
0.0392143	1	2	1	1.07682e-09	2.27013e+06
0.0402143	1	1	2	5.4396e-10	1.14677e+06
0.0402143	1	2	1	1.07682e-09	2.27013e+06
0.0412143	1	1	2	5.4396e-10	1.14677e+06
0.0412143	1	2	1	1.07682e-09	2.27013e+06
0.0422143	1	1	2	5.4396e-10	1.14677e+06
0.0422143	1	2	1	1.07682e-09	2.27013e+06
0.0432143	1	1	2	5.4396e-10	1.14677e+06
0.0432143	1	2	1	1.07682e-09	2.27013e+06
0.0442143	1	1	2	5.4396e-10	1.14677e+06
0.0442143	1	2	1	1.07682e-09	2.27013e+06
0.0452143	1	1	2	5.4396e-10	1.14677e+06
0.0452143	1	2	1	1.07682e-09	2.27013e+06
0.0462143	1	1	2	5.4396e-10	1.14677e+06
0.0462143	1	2	1	1.07682e-09	2.27013e+06
0.0472143	1	1	2	5.4396e-10	1.14677e+06
0.0472143	1	2	1	1.07682e-09	2.27013e+06
0.0482143	1	1	2	5.4396e-10	1.14677e+06
0.0482143	1	2	1	1.07682e-09	2.27013e+06
0.0492143	1	1	2	5.4396e-10	1.14677e+06
0.0492143	1	2	1	1.07682e-09	2.27013e+06
0.0502143	1	1	2	5.4396e-10	1.14677e+06
0.0502143	1	2	1	1.07682e-09	2.27013e+06
0.0512143	1	1	2	5.4396e-10	1.14677e+06
0.0512143	1	2	1	1.07682e-09	2.27013e+06
0.0522143	1	1	2	5.4396e-10	1.14677e+06
0.0522143	1	2	1	1.07682e-09	2.27013e+06
0.0532143	1	1	2	5.4396e-10	1.14677e+06
0.0532143	1	2	1	1.07682e-09	2.27013e+06
0.0542143	1	1	2	5.4396e-10	1.14677e+06
0.0542143	1	2	1	1.07682e-09	2.27013e+06
0.0552143	1	1	2	5.4396e-10	1.14677e+06
0.0552143	1	2	1	1.07682e-09	2.27013e+06
0.0562143	1	1	2	5.4396e-10	1.14677e+06
0.0562143	1	2	1	1.07682e-09	2.27013e+06
0.0572143	1	1	2	5.4396e-10	1.14677e+06
0.0572143	1	2	1	1.07682e-09	2.27013e+06
0.0582143	1	1	2	5.4396e-10	1.14677e+06
0.0582143	1	2	1	1.07682e-09	2.27013e+06
0.0592143	1	1	2	5.4396e-10	1.14677e+06
0.0592143	1	2	1	1.07682e-09	2.27013e+06
0.0602143	1	1	2	5.4396e-10	1.14677e+06
0.0602143	1	2	1	1.07682e-09	2.27013e+06
0.0612143	1	1	2	5.4396e-10	1.14677e+06
0.0612143	1	2	1	1.07682e-09	2.27013e+06
0.0622143	1	1	2	5.4396e-10	1.14677e+06
0.0622143	1	2	1	1.07682e-09	2.27013e+06
0.0632143	1	1	2	5.4396e-10	1.14677e+06
0.0632143	1	2	1	1.07682e-09	2.27013e+06
0.0642143	1	1	2	5.4396e-10	1.14677e+06
0.0642143	1	2	1	1.07682e-09	2.27013e+06
0.0652143	1	1	2	5.4396e-10	1.14677e+06
0.0652143	1	2	1	1.07682e-09	2.27013e+06
0.0662143	1	1	2	5.4396e-10	1.14677e+06
0.0662143	1	2	1	1.07682e-09	2.27013e+06
0.0672143	1	1	2	5.4396e-10	1.14677e+06
0.0672143	1	2	1	1.07682e-09	2.27013e+06
0.0682143	1	1	2	5.4396e-10	1.14677e+06
0.0682143	1	2	1	1.07682e-09	2.27013e+06
0.0692143	1	1	2	5.4396e-10	1.14677e+06
0.0692143	1	2	1	1.07682e-09	2.27013e+06
0.0702143	1	1	2	5.4396e-10	1.14677e+06
0.0702143	1	2	1	1.07682e-09	2.27013e+06
0.0712143	1	1	2	5.4396e-10	1.14677e+06
0.0712143	1	2	1	1.07682e-09	2.27013e+06
0.0722143	1	1	2	5.4396e-10	1.14677e+06
0.0722143	1	2	1	1.07682e-09	2.27013e+06
0.0732143	1	1	2	5.4396e-10	1.14677e+06
0.0732143	1	2	1	1.07682e-09	2.27013e+06
0.0742143	1	1	2	5.4396e-10	1.14677e+06
0.0742143	1	2	1	1.07682e-09	2.27013e+06
0.0752143	1	1	2	5.4396e-10	1.14677e+06
0.0752143	1	2	1	1.07682e-09	2.27013e+06
0.0762143	1	1	2	5.4396e-10	1.14677e+06
0.0762143	1	2	1	1.07682e-09	2.27013e+06
0.0772143	1	1	2	5.4396e-10	1.14677e+06
0.0772143	1	2	1	1.07682e-09	2.27013e+06
0.0782143	1	1	2	5.4396e-10	1.14677e+06
0.0782143	1	2	1	1.07682e-09	2.27013e+06
0.0792143	1	1	2	5.4396e-10	1.14677e+06
0.0792143	1	2	1	1.07682e-09	2.27013e+06
0.0802143	1	1	2	5.4396e-10	1.14677e+06
0.0802143	1	2	1	1.07682e-09	2.27013e+06
0.0812143	1	1	2	5.4396e-10	1.14677e+06
0.0812143	1	2	1	1.07682e-09	2.27013e+06
0.0822143	1	1	2	5.4396e-10	1.14677e+06
0.0822143	1	2	1	1.07682e-09	2.27013e+06
0.0832143	1	1	2	5.4396e-10	1.14677e+06
0.0832143	1	2	1	1.07682e-09	2.27013e+06
0.0842143	1	1	2	5.4396e-10	1.14677e+06
0.0842143	1	2	1	1.07682e-09	2.27013e+06
0.0852143	1	1	2	5.4396e-10	1.14677e+06
0.0852143	1	2	1	1.07682e-09	2.27013e+06
0.0862143	1	1	2	5.4396e-10	1.14677e+06
0.0862143	1	2	1	1.07682e-09	2.27013e+06
0.0872143	1	1	2	5.4396e-10	1.14677e+06
0.0872143	1	2	1	1.07682e-09	2.27013e+06
0.0882143	1	1	2	5.4396e-10	1.14677e+06
0.0882143	1	2	1	1.07682e-09	2.27013e+06
0.0892143	1	1	2	5.4396e-10	1.14677e+06
0.0892143	1	2	1	1.07682e-09	2.27013e+06
0.0902143	1	1	2	5.4396e-10	1.14677e+06
0.0902143	1	2	1	1.07682e-09	2.27013e+06
0.0912143	1	1	2	5.4396e-10	1.14677e+06
0.0912143	1	2	1	1.07682e-09	2.27013e+06
0.0922143	1	1	2	5.4396e-10	1.14677e+06
0.0922143	1	2	1	1.07682e-09	2.27013e+06
0.0932143	1	1	2	5.4396e-10	1.14677e+06
0.0932143	1	2	1	1.07682e-09	2.27013e+06
0.0942143	1	1	2	5.4396e-10	1.14677e+06
0.0942143	1	2	1	1.07682e-09	2.27013e+06
0.0952143	1	1	2	5.4396e-10	1.14677e+06
0.0952143	1	2	1	1.07682e-09	2.27013e+06
0.0962143	1	1	2	5.4396e-10	1.14677e+06
0.0962143	1	2	1	1.07682e-09	2.27013e+06
0.0972143	1	1	2	5.4396e-10	1.14677e+06
0.0972143	1	2	1	1.07682e-09	2.27013e+06
0.0982143	1	1	2	5.4396e-10	1.14677e+06
0.0982143	1	2	1	1.07682e-09	2.27013e+06
0.0992143	1	1	2	5.4396e-10	1.14677e+06
0.0992143	1	2	1	1.07682e-09	2.27013e+06
0.100214	1	1	2	5.4396e-10	1.14677e+06
0.100214	1	2	1	1.07682e-09	2.27013e+06
0.101214	1	1	2	5.4396e-10	1.14677e+06
0.101214	1	2	1	1.07682e-09	2.27013e+06
0.102214	1	1	2	5.4396e-10	1.14677e+06
0.102214	1	2	1	1.07682e-09	2.27013e+06
0.103214	1	1	2	5.4396e-10	1.14677e+06
0.103214	1	2	1	1.07682e-09	2.27013e+06
0.104214	1	1	2	5.4396e-10	1.14677e+06
0.104214	1	2	1	1.07682e-09	2.27013e+06
0.105214	1	1	2	5.4396e-10	1.14677e+06
0.105214	1	2	1	1.07682e-09	2.27013e+06
0.106214	1	1	2	5.4396e-10	1.14677e+06
0.106214	1	2	1	1.07682e-09	2.27013e+06
0.107214	1	1	2	5.4396e-10	1.14677e+06
0.107214	1	2	1	1.07682e-09	2.27013e+06
0.108214	1	1	2	5.4396e-10	1.14677e+06
0.108214	1	2	1	1.07682e-09	2.27013e+06
0.109214	1	1	2	5.4396e-10	1.14677e+06
0.109214	1	2	1	1.07682e-09	2.27013e+06
0.110214	1	1	2	5.4396e-10	1.14677e+06
0.110214	1	2	1	1.07682e-09	2.27013e+06
0.111214	1	1	2	5.4396e-10	1.14677e+06
0.111214	1	2	1	1.07682e-09	2.27013e+06
0.112214	1	1	2	5.4396e-10	1.14677e+06
0.112214	1	2	1	1.07682e-09	2.27013e+06
0.113214	1	1	2	5.4396e-10	1.14677e+06
0.113214	1	2	1	1.07682e-09	2.27013e+06
0.114214	1	1	2	5.4396e-10	1.14677e+06
0.114214	1	2	1	1.07682e-09	2.27013e+06
0.115214	1	1	2	5.4396e-10	1.14677e+06
0.115214	1	2	1	1.07682e-09	2.27013e+06
0.116214	1	1	2	5.4396e-10	1.14677e+06
0.116214	1	2	1	1.07682e-09	2.27013e+06
0.117214	1	1	2	5.4396e-10	1.14677e+06
0.117214	1	2	1	1.07682e-09	2.27013e+06
0.118214	1	1	2	5.4396e-10	1.14677e+06
0.118214	1	2	1	1.07682e-09	2.27013e+06
0.119214	1	1	2	5.4396e-10	1.14677e+06
0.119214	1	2	1	1.07682e-09	2.27013e+06
0.120214	1	1	2	5.4396e-10	1.14677e+06
0.120214	1	2	1	1.07682e-09	2.27013e+06
0.121214	1	1	2	5.4396e-10	1.14677e+06
0.121214	1	2	1	1.07682e-09	2.27013e+06
0.122214	1	1	2	5.4396e-10	1.14677e+06
0.122214	1	2	1	1.07682e-09	2.27013e+06
0.123214	1	1	2	5.4396e-10	1.14677e+06
0.123214	1	2	1	1.07682e-09	2.27013e+06
0.124214	1	1	2	5.4396e-10	1.14677e+06
0.124214	1	2	1	1.07682e-09	2.27013e+06
0.125214	1	1	2	5.4396e-10	1.14677e+06
0.125214	1	2	1	1.07682e-09	2.27013e+06
0.126214	1	1	2	5.4396e-10	1.14677e+06
0.126214	1	2	1	1.07682e-09	2.27013e+06
0.127214	1	1	2	5.4396e-10	1.14677e+06
0.127214	1	2	1	1.07682e-09	2.27013e+06
0.128214	1	1	2	5.4396e-10	1.14677e+06
0.128214	1	2	1	1.07682e-09	2.27013e+06
0.129214	1	1	2	5.4396e-10	1.14677e+06
0.129214	1	2	1	1.07682e-09	2.27013e+06
0.130214	1	1	2	5.4396e-10	1.14677e+06
0.130214	1	2	1	1.07682e-09	2.27013e+06
0.131214	1	1	2	5.4396e-10	1.14677e+06
0.131214	1	2	1	1.07682e-09	2.27013e+06
0.132214	1	1	2	5.4396e-10	1.14677e+06
0.132214	1	2	1	1.07682e-09	2.27013e+06
0.133214	1	1	2	5.4396e-10	1.14677e+06
0.133214	1	2	1	1.07682e-09	2.27013e+06
0.134214	1	1	2	5.4396e-10	1.14677e+06
0.134214	1	2	1	1.07682e-09	2.27013e+06
0.135214	1	1	2	5.4396e-10	1.14677e+06
0.135214	1	2	1	1.07682e-09	2.27013e+06
0.136214	1	1	2	5.4396e-10	1.14677e+06
0.136214	1	2	1	1.07682e-09	2.27013e+06
0.137214	1	1	2	5.4396e-10	1.14677e+06
0.137214	1	2	1	1.07682e-09	2.27013e+06
0.138214	1	1	2	5.4396e-10	1.14677e+06
0.138214	1	2	1	1.07682e-09	2.27013e+06
0.139214	1	1	2	5.4396e-10	1.14677e+06
0.139214	1	2	1	1.07682e-09	2.27013e+06
0.140214	1	1	2	5.4396e-10	1.14677e+06
0.140214	1	2	1	1.07682e-09	2.27013e+06
0.141214	1	1	2	5.4396e-10	1.14677e+06
0.141214	1	2	1	1.07682e-09	2.27013e+06
0.142214	1	1	2	5.4396e-10	1.14677e+06
0.142214	1	2	1	1.07682e-09	2.27013e+06
0.143214	1	1	2	5.4396e-10	1.14677e+06
0.143214	1	2	1	1.07682e-09	2.27013e+06
0.144214	1	1	2	5.4396e-10	1.14677e+06
0.144214	1	2	1	1.07682e-09	2.27013e+06
0.145214	1	1	2	5.4396e-10	1.14677e+06
0.145214	1	2	1	1.07682e-09	2.27013e+06
0.146214	1	1	2	5.4396e-10	1.14677e+06
0.146214	1	2	1	1.07682e-09	2.27013e+06
0.147214	1	1	2	5.4396e-10	1.14677e+06
0.147214	1	2	1	1.07682e-09	2.27013e+06
0.148214	1	1	2	5.4396e-10	1.14677e+06
0.148214	1	2	1	1.07682e-09	2.27013e+06
0.149214	1	1	2	5.4396e-10	1.14677e+06
0.149214	1	2	1	1.07682e-09	2.27013e+06
0.150214	1	1	2	5.4396e-10	1.14677e+06
0.150214	1	2	1	1.07682e-09	2.27013e+06
0.151214	1	1	2	5.4396e-10	1.14677e+06
0.151214	1	2	1	1.07682e-09	2.27013e+06
0.152214	1	1	2	5.4396e-10	1.14677e+06
0.152214	1	2	1	1.07682e-09	2.27013e+06
0.153214	1	1	2	5.4396e-10	1.14677e+06
0.153214	1	2	1	1.07682e-09	2.27013e+06
0.154214	1	1	2	5.4396e-10	1.14677e+06
0.154214	1	2	1	1.07682e-09	2.27013e+06
0.155214	1	1	2	5.4396e-10	1.14677e+06
0.155214	1	2	1	1.07682e-09	2.27013e+06
0.156214	1	1	2	5.4396e-10	1.14677e+06
0.156214	1	2	1	1.07682e-09	2.27013e+06
0.157214	1	1	2	5.4396e-10	1.14677e+06
0.157214	1	2	1	1.07682e-09	2.27013e+06
0.158214	1	1	2	5.4396e-10	1.14677e+06
0.158214	1	2	1	1.07682e-09	2.27013e+06
0.159214	1	1	2	5.4396e-10	1.14677e+06
0.159214	1	2	1	1.07682e-09	2.27013e+06
0.160214	1	1	2	5.4396e-10	1.14677e+06
0.160214	1	2	1	1.07682e-09	2.27013e+06
0.161214	1	1	2	5.4396e-10	1.14677e+06
0.161214	1	2	1	1.07682e-09	2.27013e+06
0.162214	1	1	2	5.4396e-10	1.14677e+06
0.162214	1	2	1	1.07682e-09	2.27013e+06
0.163214	1	1	2	5.4396e-10	1.14677e+06
0.163214	1	2	1	1.07682e-09	2.27013e+06
0.164214	1	1	2	5.4396e-10	1.14677e+06
0.164214	1	2	1	1.07682e-09	2.27013e+06
0.165214	1	1	2	5.4396e-10	1.14677e+06
0.165214	1	2	1	1.07682e-09	2.27013e+06
0.166214	1	1	2	5.4396e-10	1.14677e+06
0.166214	1	2	1	1.07682e-09	2.27013e+06
0.167214	1	1	2	5.4396e-10	1.14677e+06
0.167214	1	2	1	1.07682e-09	2.27013e+06
0.168214	1	1	2	5.4396e-10	1.14677e+06
0.168214	1	2	1	1.07682e-09	2.27013e+06
0.169214	1	1	2	5.4396e-10	1.14677e+06
0.169214	1	2	1	1.07682e-09	2.27013e+06
0.170214	1	1	2	5.4396e-10	1.14677e+06
0.170214	1	2	1	1.07682e-09	2.27013e+06
0.171214	1	1	2	5.4396e-10	1.14677e+06
0.171214	1	2	1	1.07682e-09	2.27013e+06
0.172214	1	1	2	5.4396e-10	1.14677e+06
0.172214	1	2	1	1.07682e-09	2.27013e+06
0.173214	1	1	2	5.4396e-10	1.14677e+06
0.173214	1	2	1	1.07682e-09	2.27013e+06
0.174214	1	1	2	5.4396e-10	1.14677e+06
0.174214	1	2	1	1.07682e-09	2.27013e+06
0.175214	1	1	2	5.4396e-10	1.14677e+06
0.175214	1	2	1	1.07682e-09	2.27013e+06
0.176214	1	1	2	5.4396e-10	1.14677e+06
0.176214	1	2	1	1.07682e-09	2.27013e+06
0.177214	1	1	2	5.4396e-10	1.14677e+06
0.177214	1	2	1	1.07682e-09	2.27013e+06
0.178214	1	1	2	5.4396e-10	1.14677e+06
0.178214	1	2	1	1.07682e-09	2.27013e+06
0.179214	1	1	2	5.4396e-10	1.14677e+06
0.179214	1	2	1	1.07682e-09	2.27013e+06
0.180214	1	1	2	5.4396e-10	1.14677e+06
0.180214	1	2	1	1.07682e-09	2.27013e+06
0.181214	1	1	2	5.4396e-10	1.14677e+06
0.181214	1	2	1	1.07682e-09	2.27013e+06
0.182214	1	1	2	5.4396e-10	1.14677e+06
0.182214	1	2	1	1.07682e-09	2.27013e+06
0.183214	1	1	2	5.4396e-10	1.14677e+06
0.183214	1	2	1	1.07682e-09	2.27013e+06
0.184214	1	1	2	5.4396e-10	1.14677e+06
0.184214	1	2	1	1.07682e-09	2.27013e+06
0.185214	1	1	2	5.4396e-10	1.14677e+06
0.185214	1	2	1	1.07682e-09	2.27013e+06
0.186214	1	1	2	5.4396e-10	1.14677e+06
0.186214	1	2	1	1.07682e-09	2.27013e+06
0.187214	1	1	2	5.4396e-10	1.14677e+06
0.187214	1	2	1	1.07682e-09	2.27013e+06
0.188214	1	1	2	5.4396e-10	1.14677e+06
0.188214	1	2	1	1.07682e-09	2.27013e+06
0.189214	1	1	2	5.4396e-10	1.14677e+06
0.189214	1	2	1	1.07682e-09	2.27013e+06
0.190214	1	1	2	5.4396e-10	1.14677e+06
0.190214	1	2	1	1.07682e-09	2.27013e+06
0.191214	1	1	2	5.4396e-10	1.14677e+06
0.191214	1	2	1	1.07682e-09	2.27013e+06
0.192214	1	1	2	5.4396e-10	1.14677e+06
0.192214	1	2	1	1.07682e-09	2.27013e+06
0.193214	1	1	2	5.4396e-10	1.14677e+06
0.193214	1	2	1	1.07682e-09	2.27013e+06
0.194214	1	1	2	5.4396e-10	1.14677e+06
0.194214	1	2	1	1.07682e-09	2.27013e+06
0.195214	1	1	2	5.4396e-10	1.14677e+06
0.195214	1	2	1	1.07682e-09	2.27013e+06
0.196214	1	1	2	5.4396e-10	1.14677e+06
0.196214	1	2	1	1.07682e-09	2.27013e+06
0.197214	1	1	2	5.4396e-10	1.14677e+06
0.197214	1	2	1	1.07682e-09	2.27013e+06
0.198214	1	1	2	5.4396e-10	1.14677e+06
0.198214	1	2	1	1.07682e-09	2.27013e+06
0.199214	1	1	2	5.4396e-10	1.14677e+06
0.199214	1	2	1	1.07682e-09	2.27013e+06
0.200214	1	1	2	5.4396e-10	1.14677e+06
0.200214	1	2	1	1.07682e-09	2.27013e+06
0.201214	1	1	2	5.4396e-10	1.14677e+06
0.201214	1	2	1	1.07682e-09	2.27013e+06
0.202214	1	1	2	5.4396e-10	1.14677e+06
0.202214	1	2	1	1.07682e-09	2.27013e+06
0.203214	1	1	2	5.4396e-10	1.14677e+06
0.203214	1	2	1	1.07682e-09	2.27013e+06
0.204214	1	1	2	5.4396e-10	1.14677e+06
0.204214	1	2	1	1.07682e-09	2.27013e+06
0.205214	1	1	2	5.4396e-10	1.14677e+06
0.205214	1	2	1	1.07682e-09	2.27013e+06
0.206214	1	1	2	5.4396e-10	1.14677e+06
0.206214	1	2	1	1.07682e-09	2.27013e+06
0.207214	1	1	2	5.4396e-10	1.14677e+06
0.207214	1	2	1	1.07682e-09	2.27013e+06
0.208214	1	1	2	5.4396e-10	1.14677e+06
0.208214	1	2	1	1.07682e-09	2.27013e+06
0.209214	1	1	2	5.4396e-10	1.14677e+06
0.209214	1	2	1	1.07682e-09	2.27013e+06
0.210214	1	1	2	5.4396e-10	1.14677e+06
0.210214	1	2	1	1.07682e-09	2.27013e+06
0.211214	1	1	2	5.4396e-10	1.14677e+06
0.211214	1	2	1	1.07682e-09	2.27013e+06
0.212214	1	1	2	5.4396e-10	1.14677e+06
0.212214	1	2	1	1.07682e-09	2.27013e+06
0.213214	1	1	2	5.4396e-10	1.14677e+06
0.213214	1	2	1	1.07682e-09	2.27013e+06
0.214214	1	1	2	5.4396e-10	1.14677e+06
0.214214	1	2	1	1.07682e-09	2.27013e+06
0.215214	1	1	2	5.4396e-10	1.14677e+06
0.215214	1	2	1	1.07682e-09	2.27013e+06
0.216214	1	1	2	5.4396e-10	1.14677e+06
0.216214	1	2	1	1.07682e-09	2.27013e+06
0.217214	1	1	2	5.4396e-10	1.14677e+06
0.217214	1	2	1	1.07682e-09	2.27013e+06
0.218214	1	1	2	5.4396e-10	1.14677e+06
0.218214	1	2	1	1.07682e-09	2.27013e+06
0.219214	1	1	2	5.4396e-10	1.14677e+06
0.219214	1	2	1	1.07682e-09	2.27013e+06
0.220214	1	1	2	5.4396e-10	1.14677e+06
0.220214	1	2	1	1.07682e-09	2.27013e+06
0.221214	1	1	2	5.4396e-10	1.14677e+06
0.221214	1	2	1	1.07682e-09	2.27013e+06
0.222214	1	1	2	5.4396e-10	1.14677e+06
0.222214	1	2	1	1.07682e-09	2.27013e+06
0.223214	1	1	2	5.4396e-10	1.14677e+06
0.223214	1	2	1	1.07682e-09	2.27013e+06
0.224214	1	1	2	5.4396e-10	1.14677e+06
0.224214	1	2	1	1.07682e-09	2.27013e+06
0.225214	1	1	2	5.4396e-10	1.14677e+06
0.225214	1	2	1	1.07682e-09	2.27013e+06
0.226214	1	1	2	5.4396e-10	1.14677e+06
0.226214	1	2	1	1.07682e-09	2.27013e+06
0.227214	1	1	2	5.4396e-10	1.14677e+06
0.227214	1	2	1	1.07682e-09	2.27013e+06
0.228214	1	1	2	5.4396e-10	1.14677e+06
0.228214	1	2	1	1.07682e-09	2.27013e+06
0.229214	1	1	2	5.4396e-10	1.14677e+06
0.229214	1	2	1	1.07682e-09	2.27013e+06
0.230214	1	1	2	5.4396e-10	1.14677e+06
0.230214	1	2	1	1.07682e-09	2.27013e+06
0.231214	1	1	2	5.4396e-10	1.14677e+06
0.231214	1	2	1	1.07682e-09	2.27013e+06
0.232214	1	1	2	5.4396e-10	1.14677e+06
0.232214	1	2	1	1.07682e-09	2.27013e+06
0.233214	1	1	2	5.4396e-10	1.14677e+06
0.233214	1	2	1	1.07682e-09	2.27013e+06
0.234214	1	1	2	5.4396e-10	1.14677e+06
0.234214	1	2	1	1.07682e-09	2.27013e+06
0.235214	1	1	2	5.4396e-10	1.14677e+06
0.235214	1	2	1	1.07682e-09	2.27013e+06
0.236214	1	1	2	5.4396e-10	1.14677e+06
0.236214	1	2	1	1.07682e-09	2.27013e+06
0.237214	1	1	2	5.4396e-10	1.14677e+06
0.237214	1	2	1	1.07682e-09	2.27013e+06
0.238214	1	1	2	5.4396e-10	1.14677e+06
0.238214	1	2	1	1.07682e-09	2.27013e+06
0.239214	1	1	2	5.4396e-10	1.14677e+06
0.239214	1	2	1	1.07682e-09	2.27013e+06
0.240214	1	1	2	5.4396e-10	1.14677e+06
0.240214	1	2	1	1.07682e-09	2.27013e+06
0.241214	1	1	2	5.4396e-10	1.14677e+06
0.241214	1	2	1	1.07682e-09	2.27013e+06
0.242214	1	1	2	5.4396e-10	1.14677e+06
0.242214	1	2	1	1.07682e-09	2.27013e+06
0.243214	1	1	2	5.4396e-10	1.14677e+06
0.243214	1	2	1	1.07682e-09	2.27013e+06
0.244214	1	1	2	5.4396e-10	1.14677e+06
0.244214	1	2	1	1.07682e-09	2.27013e+06
0.245214	1	1	2	5.4396e-10	1.14677e+06
0.245214	1	2	1	1.07682e-09	2.27013e+06
0.246214	1	1	2	5.4396e-10	1.14677e+06
0.246214	1	2	1	1.07682e-09	2.27013e+06
0.247214	1	1	2	5.4396e-10	1.14677e+06
0.247214	1	2	1	1.07682e-09	2.27013e+06
0.248214	1	1	2	5.4396e-10	1.14677e+06
0.248214	1	2	1	1.07682e-09	2.27013e+06
0.249214	1	1	2	5.4396e-10	1.14677e+06
0.249214	1	2	1	1.07682e-09	2.27013e+06
0.250214	1	1	2	5.4396e-10	1.14677e+06
0.250214	1	2	1	1.07682e-09	2.27013e+06
0.251214	1	1	2	5.4396e-10	1.14677e+06
0.251214	1	2	1	1.07682e-09	2.27013e+06
0.252214	1	1	2	5.4396e-10	1.14677e+06
0.252214	1	2	1	1.07682e-09	2.27013e+06
0.253214	1	1	2	5.4396e-10	1.14677e+06
0.253214	1	2	1	1.07682e-09	2.27013e+06
0.254214	1	1	2	5.4396e-10	1.14677e+06
